"site" "turbidity" "chlA" "zooplankton"
"D" "4.00225981837139" 4.68268420896493 331.262172062566
"EE" "7.21776896039955" 4.74759346572682 364.137675643135
"A" "6.62119012675248" 4.21127112000249 365305.098542361
"B" "4.12208194728009" 1.35854747379199 162.574074303508
"C" "9.21860729926266" 1.24251356348395 262.796523011627
"D" "9.46585259959102" 4.57194262882695 407.069081545108
"EE" "7.28656086698174" 3.15186999854632 300.64651684133
"A" "3.83456749818288" 3.48051173612475 270.020005690006
"B" "4.93247816851363" 1.48298959247768 181704.683653696
"C" "4.75486321491189" 2.6533761410974 207.149007096266
"D" "7.47755577298813" 3.98892647237517 323606.877360013
"EE" "4.55741171562113" 2.08693703636527 180.185176323048
"A" "8.05334891728126" 0.945541791152209 208.757594723449
"B" "9.69202831806615" 2.62373985024169 345.540353137603
"C" "5.28923059464432" 0.640645079547539 132.127099473418
"D" "6.57420876785181" 3.62419257173315 298.716996886804
"EE" "6.52501682797447" 0.153448878554627 116.212438054829
"A" "4.19496217509732" 1.84678773046471 187.9627126486
"B" "5.07631844189018" 0.478900813031942 132.117342342486
"C" "7.6907101047691" 1.06828926247545 209.213787898124
"D" "6.07645109156147" 0.0230795191600919 142.752940922843
"EE" "7.29662875761278" 3.87302606017329 357.030494937637
"A" "9.49677942995913" 57.4744884832762 216.398815195271
"B" "9.7158390164841" 2.90204986464232 345.636778121289
"C" "7.78787745186128" 0.268524138955399 162.91723356682
"D" "4.71130684926175" 1.43240892328322 151.84748800361
"EE" "4.72208917071112" 2.34712653327733 212.185003037993
"A" "9.36789832916111" 4.53258799039759 397.610420698904
"B" "9.29297508322634" 3.17053466220386 325.140931105879
"C" "7.38020349247381" 4.95951315504499 375.627175418813
"D" "8.15409953705966" 4.7992697916925 382.942129195584
"EE" "6.60388193512335" 3.47105594235472 311.024628826901
"A" "6.12611952074803" 3.82636258960702 326989.843260705
"B" "8.32947061257437" 1.97735656285658 277.010798465302
"C" "9.14690449507907" 39.0171634743456 353.976632018656
"D" "6.66110198269598" 2.20449315267615 237.080618990896
"EE" "3.90044436743483" 2.970699215075 230.321076264087
"A" "4.70250598946586" 92.8391394659411 243495.506047786
"B" "7.18579500028864" 2.44897617376409 253705.951991581
"C" "5.33382714213803" 1.82997823343612 163.497900264782
"D" "3.0345279625617" 4.08938642707653 284.531735098196
"EE" "5.33765752403997" 2.78122566640377 246.113018063514
"A" "7.05387037736364" 0.779450371628627 192.725745950131
"B" "9.1043275941629" 3.48791109048761 345.558454675483
"C" "3.74130091816187" 0.549779284046963 111.967846764801
"D" "8.99739371892065" 2.99508730415255 331.905188223694
"EE" "5.26090096007101" 3.4948105586227 281.657620319101
"A" "7.37500168685801" 4.87560305045918 385.056740040564
"B" "4.97900044289418" 1.38845128356479 158.812352943679
"C" "4.64176987460814" 0.148912156000733 88.7292367713906
"D" "3.94050265732221" 4.13450958905742 273563.92633719
"EE" "5.10070552909747" 2.73900584317744 249.255624885731
"A" "5.7450004175771" 2.02438679640181 220.830616470679
"B" "4.45849711121991" 2.34385239309631 210208.682722397
"C" "9.84242390911095" 4.14490137831308 404.075433880741
"D" "3.52784899692051" 0.121241747401655 82.8215520473141
"EE" "5.53106133663096" 1.56938678119332 186.131082159132
"A" "8.92599107767455" 2.93577335076407 348.145476401514
"B" "6.1961601129733" 2.68674642429687 251.625195357283
"C" "5.51132648810744" 3.57447218848392 298.639231031009
"D" "3.04667755658738" 4.46421841508709 269339.261763076
"EE" "5.43693721177988" 0.224773768568411 124.324456958281
"A" "7.49129774631001" 0.368493170244619 166.501902846219
"B" "8.76500617433339" 0.110545386560261 197.343430123263
"C" "7.93247191701084" 78.0196182697546 185.394681454059
"D" "8.75207581766881" 3.78691047662869 380.275162474775
"EE" "7.7922430599574" 3.61205395543948 336.600662083288
"A" "3.88927014404908" 0.236169006675482 83.8116484581707
"B" "3.44936348660849" 1.21699544601142 131.744507823045
"C" "7.19531941623427" 4.37081914977171 347525.616411342
"D" "8.36384807806462" 2.5741278915666 291.523568955778
"EE" "7.95783485565335" 3.26954927062616 334.283039878221
"A" "." 0.608188364421949 163.45494084352
"B" "3.79245834751055" 2.76469647884369 208.534053865096
"C" "9.05971357505769" 3.60201398376375 368096.544856058
"D" "8.17957418155856" 1.11701881280169 247.159565241346
"EE" "5.74881657282822" 2.63641080935486 233.007809950569
"A" "3.88405842101201" 3.8410091411788 284.624134608578
"B" "7.96145238378085" 3.20000358624384 320.093543805041
"C" "8.68888662010431" 2.85533732152544 326.226743289298
"D" "5.12493219203316" 2.50304493471049 251.646858027821
"EE" "8.70062761637382" 0.220606599468738 168.201790205853
"A" "9.08726729732007" 1.84965352760628 254.094622720463
"B" "5.64111575577408" 4.92577034281567 366.985045623916
"C" "4.96479210467078" 2.02702877577394 191.110976566604
"D" "9.7433986403048" 2.6361392007675 333.625670499446
"EE" "6.26241364865564" 3.50440940121189 274.916100959948
"A" "4.87538967467844" 0.657018134370446 154.848465996011
"B" "5.95165291568264" 0.62782178982161 151.976972909659
"C" "6.31362818670459" 1.90036742365919 203.873902491833
"D" "4.26064413646236" 3.25587873463519 266.549164788879
"EE" "5.99987896881066" 3.70174211915582 318.588241929321
"A" "7.85656977840699" 0.467035677284002 150.120603452751
"B" "4.85187670588493" 1.07299152761698 140.412962040706
"C" "5.07374786259606" 4.05859257210977 306.263652902898
"D" "6.02675390592776" 0.912575897527859 153.270115284864
"EE" "5.16498942580074" 0.893866546684876 117864.056599976
"A" "9.15836088662036" 0.972507453989238 210.550426017924
"B" "5.5742581570521" 2.85401249071583 266.484384577005
"C" "9.64208992477506" 3.20141027215868 357.62283109418
"D" "9.95755444909446" 2.52403834019788 319.650939239869
"EE" "4.29392897919752" 1.27761292504147 134.390091417163
"A" "4.56276908214204" 2.10718535236083 206942.242374374
"B" "8.48696010326967" 1.53288189671002 235786.831568252
"C" "9.63841316103935" 4.60473138839006 409.032534322851
"D" "4.94832162791863" 2.86728758946992 246.483856590558
"EE" "5.67219828721136" 0.902102603577077 149.094988390911
"A" "5.92373596644029" 2.24275709944777 223884.268047388
"B" "3.16644067480229" 0.903645810903981 91.4232426243047
"C" "8.33033893210813" 3.21872386848554 353.959243356938
"D" "7.87695141555741" 3.06150318589061 280.28197741329
"EE" "9.79543082532473" 3.0890053731855 353.098161829348
"A" "8.01259958604351" 3.359923948301 317.788782954534
"B" "4.173321333481" 3.40362759772688 252.259211813692
"C" "7.94417036045343" 3.82004209095612 344.772749583223
"D" "8.74892075918615" 1.30482140812092 227.792153076571
"EE" "5.40633258107118" 2.71635287557729 225.773847214723
"A" "5.12076029879972" 2.76274621603079 228.922931240563
"B" "9.7605014052242" 2.13692236808129 294.488714441684
"C" "6.74335622880608" 2.92649990529753 299.219158352426
"D" "7.86087950016372" 3.87548286118545 345.505181484119
"EE" "6.81966878729872" 3.37563788052648 304.909574764087
"A" "7.53951629251242" 1.78943380364217 238463.925328361
"B" "7.0055649750866" 0.544586745090783 149.396135336231
"C" "9.19413354666904" 0.314595921663567 191.12272276857
"D" "4.52527396893129" 0.2451921638567 113.473914186069
"EE" "9.65777546656318" 3.32461884594522 346.088861123951
"A" "." 3.14639090676792 277.672868113697
"B" "5.52966378699057" 0.433426988311112 131.685001192325
"C" "9.88774908473715" 2.38588017644361 330.029740783536
"D" "4.89774742932059" 1.31633469834924 157.031620022171
"EE" "8.47782813198864" 4.57680295570754 406.04729516793
"A" "5.21494240104221" 3.63010732224211 277763.334230998
"B" "4.42237157514319" 0.672010108828545 104500.280042244
"C" "4.72759746294469" 3.42229989706539 274.945105693997
"D" "9.94108778284863" 1.22376867453568 301.623040220142
"EE" "3.48680819617584" 1.03355171973817 134.081343127515
"A" "9.45746575668454" 1.36764622526243 261.957208166934
"B" "3.82278351392597" 1.32222760817967 140.059083323117
"C" "9.68087928020395" 1.07822354650125 254.712853229076
"D" "6.68315149541013" 60.7884000416379 203.335787329595
"EE" "7.10372280934826" 3.55150789488107 296.742670938978
"A" "7.41064827912487" 54.9491879460402 373.454755590925
"B" "6.52947266423143" 2.94739670236595 277.390641956263
"C" "3.42282793717459" 0.256634805118665 93.4144116602711
"D" "4.45398918446153" 3.24382515042089 250.735243139429
"EE" "8.04939167876728" 0.0568824564106762 182.242253346335
"A" "8.78671431262046" 0.470909535652027 196.211356224319
"B" "9.98777641402557" 3.60347784589976 387.373833850978
"C" "9.8850606828928" 2.02269674045965 307.621852396163
"D" "7.48547196458094" 2.14725447935052 267.721260369762
"EE" "6.35301765124314" 2.21298274816945 230.619029247528
"A" "9.4830517435912" 2.58114045602269 333.444600546318
"B" "4.4799603226129" 1.97742905002087 198.94590521093
"C" "." 1.41336082946509 216.955147219833
"D" "5.47268666164018" 2.19108217861503 206.854251110108
"EE" "4.38507416658103" 1.31083009415306 157.059803727735
"A" "7.58416799781844" 1.88551941420883 258.599232110932
"B" "6.43339757807553" 4.5832566509489 340.787193838427
"C" "9.62838000827469" 1.106108071981 249.272973133472
"D" "7.64131161361001" 4.53708766726777 378.468783762137
"EE" "4.08521651127376" 2.58128683548421 238.444924653388
"A" "6.46176002081484" 39.8739077232312 165.563779592272
"B" "7.62683242629282" 3.8914279290475 345.009715720098
"C" "6.42295579169877" 2.97410888597369 294.603451171232
"D" "5.38989195763133" 2.1951195190195 197.242043469135
"EE" "6.44460351765156" 2.4682934070006 219.056260886756
"A" "8.86360137909651" 0.0952244305517524 178.498073943455
"B" "7.73690435453318" 2.52390931593254 287.004026737983
"C" "7.74395414977334" 4.58003409556113 392503.410925898
"D" "7.44506141636521" 0.862339114537463 189.873341457252
"EE" "." 1.7711984901689 187.471984451561
"A" "5.24680056446232" 4.55380563274957 332.053283421031
"B" "4.39711546921171" 1.67318984284066 184.621464173535
"C" "5.03434102097526" 1.38529191724956 168.86887113513
"D" "8.79816723428667" 3.68619350134395 354.28190311358
"EE" "9.33323406358249" 3.43156540184282 363.245042063449
"A" "." 4.55859835958108 348.82225484443
"B" "7.67496407404542" 2.36440591397695 267.273438713555
"C" "7.22112320340239" 0.320576624944806 146.568353301115
"D" "4.63338111666963" 2.31283682282083 206.455800909735
"EE" "7.7659352265764" 4.97426865622401 395.294627093808
"A" "9.6850702194497" 3.41694346978329 363.329018808985
"B" "6.56854564975947" 4.97074257349595 387.742593723411
"C" "3.65963004133664" 0.784859582781792 115.661339040455
"D" "9.1714285959024" 0.791089363628998 221.477745332772
"EE" "9.63952461793087" 3.95279586082324 374.673231915164
"A" "4.38912052824162" 3.92993147601373 285.150487698875
"B" "6.0370216590818" 1.28279670025222 184.273404187203
"C" "9.54198856442235" 3.59006878570653 376.859554636808
"D" "6.23392869601957" 3.81262780167162 304.762924757532
"EE" "7.03868899587542" 0.377208958379924 165.372549135839
"A" "7.82202430511825" 1.84777233283967 232890.82468992
"B" "." 4.23244245466776 284.330273152418
"C" "9.5377094799187" 2.51715877791867 317.393626312094
"D" "6.82144085364416" 3.55348653974943 299.250646551288
"EE" "8.73939961753786" 3.55913765612058 390.853136137825
"A" "3.64222616166808" 3.31599422730505 229.083965642234
"B" "6.33345804200508" 1.91235655336641 246506.354743709
"C" "9.43001402169466" 4.4145165476948 399.174950057883
"D" "7.39947641082108" 4.51410406734794 372.767641544889
"EE" "3.70698659820482" 3.2686369412113 244.441806471848
"A" "3.4003655272536" 0.483126825420186 93.4623024753626
"B" "8.86860658507794" 67.1406368748285 204.622681226396
"C" "6.51759286317974" 0.737302565248683 152265.03628994
"D" "6.4202298943419" 1.96379008819349 222.714347174806
"EE" "9.32744814711623" 3.54369438020512 334.606839080506
"A" "3.15684700314887" 2.02660221373662 168.618115599993
"B" "7.61108891200274" 2.02514947275631 272853.295183849
"C" "9.41465409728698" 2.65297526260838 321.114437251772
"D" "8.84519820311107" 4.14519861224107 401.266401401494
"EE" "7.54208574234508" 1.62747150287032 231058.826279693
"A" "." 1.47750882199034 185.721772662762
"B" "7.99464979511686" 1.05370480916463 211.626238266005
"C" "7.0495017899666" 3.90082917409018 315.599564108374
"D" "7.05957257677801" 4.75520425708964 404.443876082389
"EE" "6.68747465661727" 0.344389193924144 168.223885848676
"A" "7.451643290231" 4.38194814603776 370.020335541592
"B" "9.25460024829954" 2.54692189279012 296.942811690462
"C" "4.00258121779189" 4.82002019532956 326.860349937824
"D" "8.69311709702015" 3.96202159463428 387.300440940767
"EE" "9.86757557326928" 1.18203376070596 245.928232212053
"A" "3.88233643886633" 3.21561626042239 257.501999525037
"B" "." 2.54783738288097 214.802008287464
"C" "4.11114333965816" 3.43897334649228 240.789893233122
"D" "4.49235964822583" 0.833481361623853 122.420724566444
"EE" "." 1.4137488824781 270.429024516866
"A" "3.33743637963198" 0.139137669466436 64.0732911428211
"B" "5.49999829614535" 2.64551944565028 239.636780410949
"C" "6.50363872712478" 0.149912195047364 152.802237406557
"D" "3.50179860903881" 3.04389196331613 216.66914763277
"EE" "7.35115504777059" 4.43418998736888 360.887689158734
"A" "5.22155111958273" 4.03776989667676 317.958749323758
"B" "4.84444490820169" 4.47830856544897 282.345328557479
"C" "6.2957840191666" 2.03613029094413 272.135500510527
"D" "7.4594604135491" 1.7797412967775 236.38400437243
"EE" "7.68036239943467" 2.29253934463486 253.832109965206
"A" "4.05905677750707" 0.388822020031512 125.503725319143
"B" "7.95107568567619" 1.89613437280059 280.37522996626
"C" "6.40402569505386" 3.46622204873711 297.427677417241
"D" "6.58218549890444" 2.59122340474278 257.153001729077
"EE" "5.19194875960238" 2.59256487130187 259.697739415504
"A" "5.16362732462585" 2.0562050701119 200812.03745973
"B" "8.17608651542105" 2.40314017166384 310.8459711467
"C" "5.62023712135851" 4.76421780418605 355.485104286305
"D" "3.9166870971676" 3.5162977129221 263.839694068945
"EE" "8.72387178638019" 4.81711589847691 401.957383115411
"A" "8.18965022452176" 0.205714332405478 160.216066739239
"B" "9.14938556333072" 4.06731326598674 375.682467997706
"C" "3.30464972066693" 2.09401358384639 181.67409985699
"D" "5.32502374798059" 4.6648407203611 358.295180521307
"EE" "6.77722719847225" 2.275164850289 255.37776340125
"A" "6.90312873595394" 1.69510693056509 206.022005782841
"B" "6.43166024796665" 2.05951713956892 253.730196890264
"C" "8.56899968814105" 4.82671289588325 421290.808029214
"D" "6.31582852918655" 4.17927542002872 338.256897745457
"EE" "9.068217971595" 2.66765258507803 305.124865089361
"A" "." 3.04509339272045 264.142786150147
"B" "9.91668427851982" 2.09514833870344 309.00080060246
"C" "9.47125315456651" 3.65626291953959 388.067264200618
"D" "8.2434678892605" 1.31774512701668 242.60581606475
"EE" "7.796649283031" 0.451569993747398 176656.822585694
"A" "3.06700882106088" 2.41370951291174 197.944637698166
"B" "9.04749297979288" 1.30408462136984 261.884430626308
"C" "4.58068395592272" 4.44415615056641 316.347976423508
"D" "5.76126326085068" 1.50059666018933 187575.223430342
"EE" "8.93419466423802" 1.42319992999546 242.856634334895
"A" "6.14526021550409" 3.30439023091458 292.067415320506
"B" "3.57671852852218" 2.6313273049891 189.892137214118
"C" "8.50644690706395" 4.95427632122301 407964.154227596
"D" "3.92036152700894" 4.81015994562767 296.390172840632
"EE" "4.32996584358625" 98.300717654638 213.212155543002
"A" "3.77292966889217" 3.77521612797864 264.851153016873
"B" "3.04077991959639" 1.11641509574838 117.416937165863
"C" "4.58877163659781" 1.62279368145391 158.234871270583
"D" "5.21240261546336" 2.61129833990708 190572.868495782
"EE" "8.80986391752958" 1.54633923899382 299.689544428796
"A" "6.00991024891846" 2.49476766912267 256.142819490669
"B" "8.8439129688777" 4.00765399564989 362.332616404566
"C" "4.6057851773221" 0.205065439222381 95.8523406668308
"D" "6.78333928971551" 1.31181012373418 225.504368969493
"EE" "." 3.76704091439024 346.525083098737
"A" "9.86674457974732" 2.93274761759676 381542.372143874
"B" "9.80569146759808" 3.57067634467967 396.30493009975
"C" "5.27440492180176" 1.62109258002602 187.339149126483
"D" "3.96664616302587" 52.0583351806272 158.147721667771
"EE" "3.24326203367673" 4.60339233046398 292.546760391064
"A" "7.66896218108013" 3.4103662148118 312.958991566314
"B" "8.87997129303403" 4.44423304288648 389.143856944482
"C" "7.57758632930927" 83.0894867493771 376.975462763938
"D" "5.63803699868731" 0.303792528575286 138.777124393366
"EE" "5.08658851264045" 4.17052723350935 301.002006031161
"A" "." 4.07348036533222 409.390117438183
"B" "9.05704633309506" 2.6462817855645 304.584779962962
"C" "4.75212701549754" 4.24887656467035 300.353820755398
"D" "5.4649626056198" 1.30859348224476 198131.098006223
"EE" "4.05531496298499" 3.19055996020325 239.784271246292
"A" "9.24286282458343" 4.84693523612805 431.446125161025
"B" "4.57946873037145" 1.25447447877377 162.298287068107
"C" "7.26222197827883" 0.75687168748118 214.491678450873
"D" "7.18717511906289" 2.5059281848371 280189.046742431
"EE" "5.91623357008211" 2.97737634275109 282.432509430742
"A" "8.67815141496249" 3.74514702358283 382.12719448488
"B" "8.2955242623575" 3.80897486582398 364.188635835378
"C" "9.34942041314207" 4.87721339100972 435745.095472229
"D" "9.82969195139594" 4.14512201212347 389.67612408647
"EE" "6.43018352193758" 0.281879694666713 158.358243074341
"A" "4.83005369501188" 4.46818476077169 351.057580907043
"B" "8.42561866226606" 2.62357491417788 300.709373684001
"C" "5.72300228313543" 3.33895724383183 287.780384018455
"D" "7.01207400276326" 1.46574809798039 235.550406928025
"EE" "9.79705635015853" 3.32544545643032 352.214334022423
"A" "6.45200504316017" 3.44975739950314 306.674470303608
"B" "9.13949290057644" 4.54053902649321 450.953246125029
"C" "5.17287819087505" 2.06697031506337 220.387539738494
"D" "6.5955201392062" 3.87330730329268 320.173016685869
"EE" "3.89527299371548" 3.64283902337775 251.201036492909
"A" "8.47705423901789" 4.13510626414791 360.668532518638
"B" "7.59113777731545" 2.97306809108704 320.382175474717
"C" "6.14142129174434" 2.30951388948597 222.710656206496
"D" "6.99671341013163" 2.8959626914002 258.830074293936
"EE" "4.07717223581858" 2.91212938493118 227.292162272263
"A" "8.6602335749194" 0.597589550307021 226.658246346605
"B" "7.01767193153501" 3.07777344365604 305.814724333372
"C" "6.01229382655583" 3.50817037862726 280.906956298799
"D" "4.06177828088403" 3.57440933934413 252.647222202888
"EE" "5.99049432738684" 2.4885744752828 222532.250502955
"A" "6.85298046167009" 3.56293470365927 327.105989118132
"B" "7.55333620193414" 1.06707691564225 208.35810425763
"C" "6.19046505540609" 4.74148486857302 359.397499962292
"D" "3.85593761783093" 3.51047687232494 253.417125788057
"EE" "." 1.15639595664106 249086.026426335
"A" "3.82123127533123" 3.98495428613387 273.262695530533
"B" "5.44935149746016" 1.88579191453755 180349.027869256
"C" "7.29106792341918" 4.81500942260027 370.013472089315
"D" "5.34933626791462" 1.03189785033464 185.436685737662
"EE" "7.29853316163644" 0.147895828122273 159800.926471109
"A" "4.44496070803143" 4.05700618634 296.931915865255
"B" "7.87569561577402" 0.817415877245367 209.418496895482
"C" "7.90106012229808" 0.365288030588999 176951.983194548
"D" "4.82608520262875" 2.48533878941089 220.472441748772
"EE" "5.83552020275965" 2.84614204894751 258.191084872816
"A" "8.66753251990303" 3.07080406928435 315894.643393984
"B" "5.9696747851558" 38.5557013109792 164.082747016094
"C" "9.54938030615449" 4.39185417722911 398.947426499372
"D" "7.93629463715479" 4.06456402968615 349.096853773022
"EE" "5.54527079127729" 0.76031047385186 149791.427199807
"A" "3.45877494988963" 0.875749387778342 103.426853887297
"B" "." 4.63279041578062 380.828779472807
"C" "3.08183611556888" 2.77028617216274 198.665027554315
"D" "4.69900815328583" 2.56459884927608 203.360184635139
"EE" "5.57262694905512" 4.40618144464679 321.680314998758
"A" "8.97094295895658" 4.38176612951793 402.154483596095
"B" "8.28215081128292" 1.60674500046298 264.285400491398
"C" "5.6440017123241" 4.90143976523541 362.96037676964
"D" "8.2444580195006" 4.22128525795415 359.714197045673
"EE" "8.05341984354891" 1.6941187728662 237.060797939517
"A" "3.81362457736395" 2.27037459146231 192.600083262028
"B" "6.39315065508708" 0.743598606204614 132.911146806263
"C" "3.59216955956072" 3.00106129725464 213.923245345441
"D" "3.36072269990109" 3.35530769894831 254829.574088062
"EE" "3.707401240943" 3.12187991919927 202.517335629521
"A" "9.56562364380807" 0.796574305277318 221.918675027904
"B" "8.29035901511088" 2.71958466037177 300.397765878557
"C" "7.1411968995817" 2.22799993935041 225.861518279398
"D" "4.18439239775762" 2.05083349603228 198.878295398439
"EE" "3.28074915590696" 1.74935602233745 152901.039318223
"A" "6.98957629594952" 2.12726942147128 232210.128315826
"B" "9.1241397545673" 1.67061077314429 241570.496960269
"C" "6.91290668584406" 4.5823455392383 370.668605901957
"D" "9.4501467992086" 1.12893960089423 246.922310890822
"EE" "." 2.69910101545975 273.02822875557
"A" "6.06149519002065" 1.2599209183827 201.584423263257
"B" "7.33743481943384" 2.04715162981302 230.773419077927
"C" "6.98359765554778" 0.069263179320842 171.865563293088
"D" "8.74847155460157" 1.63367642788216 244.952314358152
"EE" "4.84537549642846" 0.552366599440575 123.793865967347
"A" "3.67303057666868" 2.53479538485408 207.950530810867
"B" "." 4.46247919579037 290.762763810898
"C" "5.23206920735538" 71.6898719035089 171.204648937186
"D" "9.14015074260533" 4.2829780804459 386.33135304973
"EE" "3.11967420205474" 4.995559748495 328.388867787034
"A" "7.59846776700579" 2.21179919899441 241.613712353004
"B" "3.81630697497167" 3.32492791581899 262.109544029122
"C" "9.60715540009551" 3.42812860035338 351.327885350683
"D" "7.37571667833254" 0.49098766525276 152392.820854085
"EE" "." 2.73435884504579 248975.91500985
"A" "3.88756228261627" 4.67666314449161 314.569797609198
"B" "3.9946539287921" 2.59528147755191 211.730253896206
"C" "8.22850940283388" 1.52682986343279 236.321376064399
"D" "4.5916718931403" 2.8947220207192 231.449329212306
"EE" "3.30844975216314" 1.43201715894975 129.259740601421
"A" "." 4.50789240421727 358.178018709339
"B" "8.57571723428555" 3.37457509012893 330987.800979601
"C" "6.89432871714234" 2.36409025616013 257.89090724087
"D" "7.52192658465356" 3.97144295042381 365.320179924356
"EE" "9.11129484092817" 1.36680216062814 237.803642844907
"A" "6.8096542225685" 3.59006420709193 342.646920648072
"B" "9.5889145063702" 0.284089639317244 230.535479202605
"C" "." 4.24777587410063 322.605955810835
"D" "7.09360496979207" 0.646449391497299 175.722313711602
"EE" "9.67830654792488" 4.20235503115691 413.393765697132
